type,serial,LS
 Safir-1B,,Sem LP-1
 Safir-1B,,Sem LP-1
 Safir-1B,LBS.2001,Sem LP-1
Safir-1B,,
 Safir-1B,,Sem LP-1
 Safir-1B,,Sem LP-1
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
 Vega,,Ko ELV
" Delta-4M+(5,2)",D-359,Va SLC-6
 CZ-3B/G1,3B-Y14,Xi LC-2
 CZ-3B/G1,3B-Y15,Xi LC-2
 Delta-4H (upg.),D-360,CC SLC-37B
 Delta-4H (upg.),D-374,CC SLC-37B
 Delta-4H (upg.),D-380,CC SLC-37B
 Delta-4H (upg.),D-382,Va SLC-6
 Delta-4H (upg.),D-385,CC SLC-37B
 Delta-4H (upg.),D-386,Va SLC-6
 Delta-4H (upg.),D-387,Va SLC-6
 Delta-4H (upg.),D-388,CC SLC-37B
 Delta-4H (upg.),D-389,CC SLC-37B
Antares-110,2TRS2S1.2,WI LA-0A
Antares-110,2TRS2S1.3,WI LA-0A
Epsilon CLPS,,Ka LP-M
Kuaizhou-1,,Jq LP-43/95A
Kuaizhou-1,,Jq LP-43/95B
Falcon-9 v1.1(ex),,Va SLC-4E
Falcon-9 v1.1(ex),,CC SLC-40
Falcon-9 v1.1(ex),,CC SLC-40
Falcon-9 v1.1(ex),,CC SLC-40
Falcon-9 v1.1(ex),,CC SLC-40
Falcon-9 v1.1(ex),,CC SLC-40
Falcon-9 v1.1(ex),,CC SLC-40
Falcon-9 v1.1(ex),,CC SLC-40
 Soyuz-2-1v Volga,76058-002,Pl LC-43/4
 Soyuz-2-1v Volga,78031-001,Pl LC-43/4
 Soyuz-2-1v Volga,78072-003,Pl LC-43/4
 Soyuz-2-1v Volga,78072-004,Pl LC-43/4
 Soyuz-2-1v Volga,78022-121,Pl LC-43/4
 Soyuz-2-1v Volga,,Pl LC-43/4
 Soyuz-2-1v Volga,,Pl
Antares-120,2TRS2S1.1,WI LA-0A
Antares-120,2TRS2S1.4,WI LA-0A
 Soyuz-ST-A Fregat-M,N15000-010/VS24a 02.12.2020,ST
 CZ-3C/G2,3C-Y12,Xi LC-2
 CZ-3C/G2,3C-Y15,Xi LC-3
 CZ-3C/G2,3C-Y13,Xi LC-2
 CZ-3C/G2,3C-Y17,Xi LC-3
 CZ-3C/G2,3C-Y16,Xi LC-2
 CZ-3C/G2,3C-Y18,Xi LC-2
Antares-130,2TRS2S1.5,
 CZ-3C/G3Z,3C-Y11,Xi LC-2
 CZ-3C/G3Z,3C-Y14,Xi LC-2
" Delta-4M+(5,4) (upg.)",D-372,CC SLC-37B
" Delta-4M+(5,4) (upg.)",D-376,CC SLC-37B
" Delta-4M+(5,4) (upg.)",D-377,CC SLC-37B
" Delta-4M+(5,4) (upg.)",D-383,CC SLC-37B
 CZ-3B/G3Z,3B-Y26,Xi LC-2
 CZ-3B/G3Z,3B-Y46,Xi LC-3
 CZ-3B/G3Z,3B-Y45,Xi LC-2
 CZ-3B/G3Z,3B-Y47,Xi LC-2
 CZ-3B/G3Z,3B-Y48,Xi LC-2
 CZ-3B/G3Z,3B-Y49,Xi LC-3
 CZ-3B/G3Z,3B-Y50,Xi LC-3
 CZ-3B/G3Z,3B-Y51,Xi LC-2
 CZ-3B/G3Z,3B-Y52,Xi LC-3
 CZ-3B/G3Z,3B-Y53,Xi LC-3
 CZ-3B/G3Z,3B-Y65,Xi LC-2
 CZ-3B/G3Z,3B-Y66,Xi LC-3
 CZ-3B/G3Z,3B-Y67,Xi LC-3
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-6,CZ-6,TY LC-16
 CZ-11,CZ-11,Jq LP-43/95B
 CZ-11,CZ-11,Jq LP-43/95B
 CZ-11,CZ-11,Jq LP-43/95B
 CZ-11,CZ-11,Jq LP-43/95B
 CZ-11,CZ-11,Jq LP-43/95B
 CZ-11,CZ-11,Jq LP-43/95B
 CZ-11,CZ-11,Jq LP-43/95B
 CZ-11,CZ-11,Xi LC-4
 CZ-11,CZ-11,Xi LC-4
 CZ-11,CZ-11,Jq LP-43/95B
 CZ-11,CZ-11,Xi LC-4
 CZ-11,CZ-11,Jq LP-43/95B
Falcon-9 v1.2,B1019.1,CC SLC-40
Falcon-9 v1.2,B1021.1,CC SLC-40
Falcon-9 v1.2,B1022.1,CC SLC-40
Falcon-9 v1.2,B1023.1,CC SLC-40
Falcon-9 v1.2,B1025.1,CC SLC-40
Falcon-9 v1.2,B1026.1 ?,CC SLC-40
Falcon-9 v1.2,B1029.1,Va SLC-4E
Falcon-9 v1.2,B1031.1,CCK LC-39A
Falcon-9 v1.2,B1021.2,CCK LC-39A
Falcon-9 v1.2,B1032.1,CCK LC-39A
Falcon-9 v1.2,B1035.1,CCK LC-39A
Falcon-9 v1.2,B1029.2,CCK LC-39A
Falcon-9 v1.2,B1036.1,Va SLC-4E
Falcon-9 v1.2,B1039.1,CCK LC-39A
Falcon-9 v1.2,B1038.1,Va SLC-4E
Falcon-9 v1.2,B1040.1,CCK LC-39A
Falcon-9 v1.2,B1041.1,Va SLC-4E
Falcon-9 v1.2,B1031.2,CCK LC-39A
Falcon-9 v1.2,B1042.1,CCK LC-39A
Falcon-9 v1.2,B1035.2,CC SLC-40
Falcon-9 v1.2,B1043.1,CC SLC-40
Falcon-9 v1.2,B1045.1,CC SLC-40
" Delta-4M+(5,2) (upg.)",D-373,Va SLC-6
" Delta-4M+(5,2) (upg.)",D-379,Va SLC-6
 Soyuz-2-1a Volga,R15000-001,Vo LC-1S
 CZ-7/YZ1A,CZ-7/YZ1A,We LC-201
" Delta-4M+(4,2) (upg.)",D-375,CC SLC-37B
" Delta-4M+(4,2) (upg.)",D-384,CC SLC-37B
Antares-230,2TRS2S1.7,WI LA-0A
Antares-230,2TRS2S1.8,WI LA-0A
Antares-230,2TRS2S1.6,WI LA-0A
Antares-230,2TRS2S1.9,WI LA-0A
Antares-230,2TRS2S1.10,WI LA-0A
 CZ-5/YZ2,CZ-5/YZ2,We LC-101
Epsilon (2),,Ka LP-M
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,TY
Kuaizhou-1A,,TY LC-16
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Xi
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,TY
Kuaizhou-1A,,Jq LP-43/95B
Kuaizhou-1A,,Jq LP-43/95B
 SS-520-5,SS-520-5,Ka LP-KS
Falcon-9 v1.2(ex),,CCK LC-39A
Falcon-9 v1.2(ex),,CCK LC-39A
Falcon-9 v1.2(ex),,CCK LC-39A
Falcon-9 v1.2(ex),B1036.2,Va SLC-4E
Falcon-9 v1.2(ex),B1038.2,Va SLC-4E
Falcon-9 v1.2(ex),B1043.2,Va SLC-4E
Falcon-9 v1.2(ex),B1040.2,CC SLC-40
Falcon-9 v1.2(ex),B1045.2,CC SLC-40
 CZ-7,CZ-7,We LC-201
 CZ-7,CZ-7,We LC-201
 CZ-7,CZ-7,We LC-201
 CZ-7,CZ-7,We LC-201
 CZ-7,CZ-7,We LC-201
 CZ-7,CZ-7,We LC-201
Electron,,OnS LC-1A
 GSLV Mk.3,,Sr SLP
 CZ-5,CZ-5,We LC-101
 CZ-5,CZ-5,We LC-101
 CZ-5,CZ-5,We LC-101
 CZ-5,CZ-5,We LC-101
 Simorgh,,
 Simorgh,,
 Simorgh,,
 Simorgh,,Sem LP-2
 Simorgh,,Sem LP-2
Epsilon (2) CLPS,,Ka LP-M
Epsilon (2) CLPS,,Ka LP-M
Epsilon (2) CLPS,,Ka LP-M
Epsilon (2) CLPS,,Ka LP-M
Electron KS,,OnS LC-1A
 GSLV Mk.2(2),,Sr SLP
 Soyuz-2-1v,78072-005,Pl LC-43/4
 Soyuz-2-1v,,Pl LC-43/4
 Soyuz-2-1v,,Pl LC-43/4
Falcon-9 v1.2b5,B1046.1,CCK LC-39A
Falcon-9 v1.2b5,B1047.1,CC SLC-40
Falcon-9 v1.2b5,B1048.1,Va SLC-4E
Falcon-9 v1.2b5,B1046.2,CC SLC-40
Falcon-9 v1.2b5,B1049.1,CC SLC-40
Falcon-9 v1.2b5,B1048.2,Va SLC-4E
Falcon-9 v1.2b5,B1047.2,CCK LC-39A
Falcon-9 v1.2b5,B1046.3,Va SLC-4E
Falcon-9 v1.2b5,B1049.2,Va SLC-4E
Falcon-9 v1.2b5,B1048.3,CC SLC-40
Falcon-9 v1.2b5,B1051.1,CCK LC-39A
Falcon-9 v1.2b5,B1056.1,CC SLC-40
Falcon-9 v1.2b5,B1049.3,CC SLC-40
Falcon-9 v1.2b5,B1051.2,Va SLC-4E
Falcon-9 v1.2b5,B1056.2,CC SLC-40
Falcon-9 v1.2b5,B1048.4,CC SLC-40
Falcon-9 v1.2b5,B1059.1,CC SLC-40
Falcon-9 v1.2b5,B1056.3,CC SLC-40
Falcon-9 v1.2b5,B1049.4,CC SLC-40
Falcon-9 v1.2b5,B1051.3,CC SLC-40
Falcon-9 v1.2b5,B1059.2,CC SLC-40
Falcon-9 v1.2b5,B1051.4,CCK LC-39A
Falcon-9 v1.2b5,B1058.1,CCK LC-39A
Falcon-9 v1.2b5,B1049.5,CC SLC-40
Falcon-9 v1.2b5,B1059.3,CC SLC-40
Falcon-9 v1.2b5,B1060.1,CC SLC-40
Falcon-9 v1.2b5,B1058.2,CC SLC-40
Falcon-9 v1.2b5,B1051.5,CCK LC-39A
Falcon-9 v1.2b5,B1049.6,CC SLC-40
Falcon-9 v1.2b5,B1059.4,CC SLC-40
Falcon-9 v1.2b5,B1060.2,CCK LC-39A
Falcon-9 v1.2b5,B1058.3,CCK LC-39A
Falcon-9 v1.2b5,B1051.6,CCK LC-39A
Falcon-9 v1.2b5,B1060.3,CC SLC-40
Falcon-9 v1.2b5,B1062.1,CC SLC-40
Falcon-9 v1.2b5,B1061.1,CCK LC-39A
Falcon-9 v1.2b5,B1063.1,Va SLC-4E
Falcon-9 v1.2b5,B1049.7,CC SLC-40
Falcon-9 v1.2b5,B1058.4,CCK LC-39A
Falcon-9 v1.2b5,B1051.7,CC SLC-40
Falcon-9 v1.2b5,B1059.5,CCK LC-39A
Falcon-9 v1.2b5,B1060.4,CC SLC-40
Falcon-9 v1.2b5,B1051.8,CCK LC-39A
Falcon-9 v1.2b5,B1058.5,CC SLC-40
Falcon-9 v1.2b5,B1060.5,CC SLC-40
Falcon-9 v1.2b5,B1049.8,CCK LC-39A
Falcon-9 v1.2b5,B1058.6,CC SLC-40
Falcon-9 v1.2b5,B1051.9,CCK LC-39A
Falcon-9 v1.2b5,B1060.6,CC SLC-40
Falcon-9 v1.2b5,B1058.7,CC SLC-40
Falcon-9 v1.2b5,B1061.2,CCK LC-39A
Falcon-9 v1.2b5,B1060.7,CC SLC-40
Falcon-9 v1.2b5,B1049.9,CCK LC-39A
Falcon-9 v1.2b5,B1051.10,CC SLC-40
Falcon-9 v1.2b5,B1058.8,CCK LC-39A
Falcon-9 v1.2b5,B1063.2,CC SLC-40
Falcon-9 v1.2b5,B1067.1,CCK LC-39A
Falcon-9 v1.2b5,B1061.3,CC SLC-40
Falcon-9 v1.2b5,B1062.2,CC SLC-40
Falcon-9 v1.2b5,B1060.8,CC SLC-40
Falcon-9 v1.2b5,B1061.4,CCK LC-39A
Falcon-9 v1.2b5,B1049.10,Va SLC-4E
Falcon-9 v1.2b5,B1062.3,CCK LC-39A
Falcon-9 v1.2b5,B1067.2,CCK LC-39A
Falcon-9 v1.2b5,B1058.9,CC SLC-40
Falcon-9 v1.2b5,B1063.3,Va SLC-4E
Falcon-9 v1.2b5,B1060.9,CC SLC-40
Falcon-9 v1.2b5,B1061.5,CCK LC-39A
Falcon-9 v1.2b5,B1051.11,Va SLC-4E
Falcon-9 v1.2b5,B1067.3,CC SLC-40
Falcon-9 v1.2b5,B1069.1,CCK LC-39A
Falcon-9 v1.2b5,B1062.4,CCK LC-39A
Falcon-9 v1.2b5,B1058.10,CC SLC-40
Falcon-9 v1.2b5,B1060.10,CCK LC-39A
Falcon-9 v1.2b5,B1052.3,CC SLC-40
Falcon-9 v1.2b5,B1071.1,Va SLC-4E
Falcon-9 v1.2b5,B1061.6,CCK LC-39A
Falcon-9 v1.2b5,B1058.11,CC SLC-40
Falcon-9 v1.2b5,B1063.4,Va SLC-4E
Falcon-9 v1.2b5,B1060.11,CCK LC-39A
Falcon-9 v1.2b5,B1052.4,CC SLC-40
Falcon-9 v1.2b5,B1051.12,CC SLC-40
Falcon-9 v1.2b5,B1061.7,CC SLC-40
Falcon-9 v1.2b5,B1062.5,CCK LC-39A
Falcon-9 v1.2b5,B1071.2,Va SLC-4E
Falcon-9 v1.2b5,B1060.12,CC SLC-40
Falcon-9 v1.2b5,B1067.4,CCK LC-39A
Falcon-9 v1.2b5,B1062.6,CC SLC-40
Falcon-9 v1.2b5,B1058.12,CCK LC-39A
Falcon-9 v1.2b5,B1063.5,Va SLC-4E
Falcon-9 v1.2b5,B1073.1,CC SLC-40
Falcon-9 v1.2b5,B1052.5,CCK LC-39A
Falcon-9 v1.2b5,B1061.8,CC SLC-40
Falcon-9 v1.2b5,B1062.7,CC SLC-40
Falcon-9 v1.2b5,B1060.13,CCK LC-39A
 CZ-2C (3) YZ-1S,2C-Y38,Jq LC-43/94
 CZ-2C (3) YZ-1S,2C-Y51,Jq LC-43/94
 CZ-2C (3) YZ-1S,2C-Y41,Jq LC-43/94
 Soyuz-ST-B Fregat-M,Ya15000-018/VS27 10.02.2022,ST
 GSLV Mk.3 (2),,Sr SLP
,,Sr SLP
,,Sr SLP
,,Sr SLP
 GSLV Mk.3 (2),,Sr SLP
 GSLV Mk.2(3),,Sr SLP
Falcon-9 v1.2b5(ex),,CC SLC-40
Falcon-9 v1.2b5(ex),B1047.3,CC SLC-40
Falcon-9 v1.2b5(ex),B1051.14,CC SLC-40
Falcon-9 v1.2b5(ex),B1049.11,CC SLC-40
 CZ-2D (2) YZ-3,2D-Y35,Jq LC-43/94
 PSLV-DL,,Sr FLP
 PSLV-DL,,Sr SLP
 PSLV-DL,,Sr FLP
 OS-M1,OS-M1,Jq LP-43/95B
 PSLV-QL,,Sr FLP
Falcon-Heavy b5,B1055.1/52.1/53.1,CCK LC-39A
 CZ-11H,CZ-11H,
 CZ-11H,CZ-11H,
 CZ-11H,CZ-11H,
 CZ-11H,CZ-11H,
,,Jq
,,Jq LC-43/95A
,,Jq LC-43/95A
 Jielong-1,,Jq LP-43/95B
 Jielong-1,,Jq LP-43/95B
Antares-230+,2TRS2S1.11,WI LA-0A
Antares-230+,2TRS2S1.12,WI LA-0A
Antares-230+,2TRS2S1.13,WI LA-0A
Antares-230+,2TRS2S1.14,WI LA-0A
Antares-230+,2TRS2S1.15,WI LA-0A
Antares-230+,2TRS2S1.16,WI LA-0A
Antares-230+,2TRS2S1.17,WI LA-0A
Antares-230+,2TRS2S1.18,WI LA-0A
 CZ-7A,CZ-7A,We LC-201
 CZ-7A,CZ-7A,We LC-201
 CZ-7A,CZ-7A,We LC-201
 CZ-7A,CZ-7A,We LC-201
 CZ-7A,CZ-7A,We LC-201
 CZ-3B/G2(2) .,3B-Y64,Xi LC-3
 CZ-3B/G2(2) .,3B-Y77,Xi LC-3
 CZ-3B/G2(2) .,3B-Y78,Xi LC-3
 CZ-3B/G2(2) .,3B-Y86,Xi LC-2
 CZ-3B/G2(2) .,3B-Y81,Xi LC-3
 CZ-3B/G2(2) .,3B-Y83,Xi LC-2
 CZ-3B/G2(2) .,3B-Y91,Xi LC-2
 CZ-3B/G2(2) .,3B-Y88,Xi LC-2
 CZ-3B/G2(2) .,3B-Y93,Xi LC-2
 Qased,FTM-C2,Shr LC-1
 Qased,OM-C2,Shr LC-1
 CZ-5B,CZ-5B,We LC-101
 CZ-5B,CZ-5B,We LC-101
 CZ-5B,CZ-5B,We LC-101
 CZ-5B,CZ-5B,We LC-101
 Kuaizhou-11,,Jq LP-43/95B
,,Kd LP-3B
 Ceres-1 (1),,Jq LC-43/95A
 Ceres-1 (2),,Jq LC-43/95A
 Ceres-1 (3),,Jq LC-43/95A
 Ceres-1 (3),,Jq LC-43/95A
 Ceres-1 (3),,Jq LC-43/95A
 Ceres-1,,Jq LC-43/95A
Electron KS (R),,OnS LC-1A
 CZ-3B/G5,3B-Y70,Xi LC-3
 CZ-8 (1),CZ-8 (1),We LC-201
 Proton-M,535-45,Ba LC-200/39
 GSLV Mk.2(4),,Sr SLP
 GSLV Mk.2(4),,Sr SLP
 GSLV Mk.2(4),,Sr SLP
 GSLV Mk.2(4),,Sr
 GSLV Mk.2(4),,Sr
 GSLV Mk.2(4),,Sr
 GSLV Mk.2(4),,Sr
 Astra Rocket-3.3,,Kd LP-3B
 Astra Rocket-3.3,,Kd LP-3B
Firefly-Alpha,,Va SLC-2W
Firefly-Alpha,,Va SLC-2W
,,Na LP-2
 Angara-A5 Persei,,Pl LC-35/1
 CZ-8 (2),CZ-8 (2),We LC-201
 CZ-6A,CZ-6A,TY LC-9A
 CZ-6A,CZ-6A,TY LC-9A
 Vega-C,,Ko ELV
 Vega-C,,Ko ELV
 Vega-C,,Ko ELV
 Vega-C,,Ko ELV
 Vega-C,,Ko ELV
 Vega-C,,Ko ELV
 Lijian-1,,Jq LP-43/130
 Lijian-1,,Jq LP-43/130
 SSLV,,Sr FLP
 SSLV,,Sr FLP
SSLV,,Sr FLP
Falcon-Heavy b5(px),B1066.1/64.1/65.1,CCK LC-39A
Falcon-Heavy b5(px),B1070.1/64.2/65.2,CCK LC-39A
 Jielong-3,,
 Sputnik (8K71PS),no serial,Ba LC-1/5
 Sputnik (8K71PS),no serial,Ba LC-1/5
 Sputnik (8A91),no serial,Ba LC-1/5
Thor-DM18 Agena-A,160,
Thor-DM18 Agena-A,163,
Vanguard (mod),SLV-7 (TV-4BU) 1,CC LC-18A
 1 Atlas-D Able,no serial,CC LC-14
 2 Atlas-D Able,no serial,CC LC-12
 3 Atlas-D Able,no serial,CC LC-12
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY Mayak-2
Kosmos,no serial,KY LC-86/1
Kosmos,no serial,KY LC-86/1
Kosmos,no serial,KY LC-86/1
Kosmos,no serial,KY LC-86/1
Kosmos,no serial,KY LC-86/1
Kosmos,no serial,KY LC-86/1
Kosmos,no serial,KY LC-86/1
Kosmos,no serial,KY LC-86/1
Kosmos,no serial,KY LC-86/1
,no serial,Ba LC-31/6
,no serial,Ba LC-31/6
,no serial,Ba LC-31/6
,no serial,Ba LC-31/6
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
 Titan-2-GLV,no serial,CC LC-19
Kosmos-1,no serial,Ba LC-41/15
Kosmos-1,no serial,Ba LC-41/15
Kosmos-1,no serial,Ba LC-41/15
Kosmos-1,no serial,Ba LC-41/15
Kosmos-1,no serial,Ba LC-41/15
Kosmos-1,no serial,Ba LC-41/15
Kosmos-1,no serial,Ba LC-41/15
Kosmos-1,no serial,Ba LC-41/15
Titan-3A,3A-2,
Titan-3C,3C-4,
Titan-3C,3C-8,
 Titan-3C,3C-12,
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,KY LC-86/4
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,no serial,Pl LC-133/1
Kosmos-2,100,Pl LC-133/1
Kosmos-2,101,Pl LC-133/1
Kosmos-2,102,KY LC-86/4
Kosmos-2,103,Pl LC-133/1
Kosmos-2,104,Pl LC-133/1
Kosmos-2,105,Pl LC-133/1
Kosmos-2,106,Pl LC-133/1
Kosmos-2,107,Pl LC-133/1
Kosmos-2,108,Pl LC-133/1
Kosmos-2,109,Pl LC-133/1
Kosmos-2,110,Pl LC-133/1
Kosmos-2,111,Pl LC-133/1
Kosmos-2,112,Pl LC-133/1
Kosmos-2,114,Pl LC-133/1
Kosmos-2,115,Pl LC-133/1
Kosmos-2,116,Pl LC-133/1
Kosmos-2,117,Pl LC-133/1
Kosmos-2,118,Pl LC-133/1
Kosmos-2,119,Pl LC-133/1
Kosmos-2,120,Pl LC-133/1
Kosmos-2,121,Pl LC-133/1
Kosmos-2,122,Pl LC-133/1
Kosmos-2,123,Pl LC-133/1
Kosmos-2,124,Pl LC-133/1
Kosmos-2,125,Pl LC-133/1
Kosmos-2,126,Pl LC-133/1
Kosmos-2,127,Pl LC-133/1
 Diamant-A,no serial,Ha B
 Diamant-A,no serial,Ha B
 Diamant-A,no serial,Ha B
Titan-3B Agena-D,3B-5,
 Titan-3B Agena-D,3B-20,
Titan-3B Agena-D,3B-6,
R-36-O,R-36-O,
R-36-O,R-36-O,
R-36-O,R-36-O,
L-4S,L-4S,Ka LP-L
L-4S,L-4S,Ka LP-L
L-4S,L-4S,Ka LP-L
L-4S,L-4S,Ka LP-L
L-4S,L-4S,Ka LP-L
Kosmos-3,no serial,Ba LC-41/15
Kosmos-3,no serial,Ba LC-41/15
Kosmos-3,no serial,Ba LC-41/15
Kosmos-3,no serial,Ba LC-41/15
 Soyuz,U15000-01,
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl LC-132/2
Kosmos-3M,no serial,Pl LC-132/2
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl LC-132/2
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl LC-132/1
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl LC-132/1
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl
Kosmos-3M,no serial,Pl LC-132/1
Kosmos-3M,no serial,Pl LC-132/2
Kosmos-3M,no serial,Pl LC-132/2
Kosmos-3M,no serial,Pl LC-132/2
